Title,Authors,Contributors,ISBN,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The All-Consuming World,Cassandra Khaw,"",9781645660200,hardcover,to-read,2021/11/07,"","",0,"",,,,,,,,,"",,"",No
The Fellowship of the Ring,J.R.R. Tolkien,"",9780261103573,paperback,read,2013/01/18,"","",1,"",,,,,,,5.0,,"",,"",No
"Monstress, Vol. 6: The Vow",Marjorie M. Liu,Sana Takeda (Illustrator),9781534319158,paperback,to-read,2021/11/25,"","",0,"",,,,,,,,,"",,physical-copy,Yes
An Artificial Night,Seanan McGuire,"",9781101442760,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Girls of Storm and Shadow,Natasha Ngan,"",9780316528672,hardcover,read,2019/08/03,2019/08/12,2019/08/12,1,"",,,,,,,4.0,"3.5 stars. There was so much in this book that I loved. The group dynamics for one and especially how the relationship develops between Lei and Wren. There are also some great discussions about morality and the price of magic. Unfortunately it didn't feel as cohesive a story as the first book, there were moments I got really drawn into the story but also moments where I struggled to focus. I have a lot more to say but it's all spoilers so I can't wait for this to be out so I can discuss it with people. I was super excited to get the ARC of this at YALC but now I'm wondering if I should have waited as I need book 3 NOW and I can't have it...","",,"",Yes
The Tea Dragon Society,K. O'Neill,"",9781620107379,paperback,read,2020/12/30,2021/01/10,2021/01/10-2021/01/10,1,"hopeful, lighthearted",medium,,No,Yes,Yes,No,4.0,<div>This was super cute and I now want a Tea Dragon. </div>,"","",physical-copy,Yes
The City in the Middle of the Night,Charlie Jane Anders,"","",,read,2020/06/19,2020/06/26,2020/06/26,1,"reflective, dark, adventurous",fast,,Yes,Yes,Yes,Yes,4.5,"<div>This book really surprised me, of the Hugo best novel shortlist it's the only one I wasn't particularly excited about but I ended up really enjoying it. Reading has sort of felt like a chore during lockdown, I've really struggled with anything longer than a novella but this book swept me away. <br><br>It's a strange story full of longing for things that no longer exist. The world building is great and the plot moves at a full on pace but as usual for me it's characters that drew me in. Sophie and Mouth were fantastic points of view and the contrast between them was brilliant. The dynamics between them and the rest of the cast felt so realistic and I loved seeing how they grew and changed. <br><br>I do need to mention how much I love an environment and aliens that *feel* alien and different. The hostility of living on January, the dangers of straying into the Day or Night and the strangeness of the Gelet all added together to make a really atmospheric read.</div>","",,"",Yes
Tooth and Claw,Jo Walton,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Secret Commonwealth,Philip Pullman,Christopher Wormell (Illustrator),9780241373347,paperback,read,2019/10/12,2019/11/24,2019/11/24,1,"tense, reflective, adventurous",slow,,Yes,Yes,No,It's complicated,4.0,"I listened to this and Michael Sheen's narration was stunning. I think I actually enjoyed it more in this format than I would have reading it even though it took me much longer. Narration 5 stars, story 3.5 stars. Firstly, the storytelling is wonderful, I loved being back in this world. I remember the magic when first reading His Dark materials when I was eleven, which was missing when I reread them as an adult. That magic was back when I started reading this book and my heart broke several times for Lyra and Pan. There were several other characters that I grew to love and really enjoyed getting to know better. Sound like a five star read? <br><br>Well it would have been if there hadn't been several things that made me uncomfortable. The romance for one was really strange, with Lyra's teacher admitting to being attracted to her since she was young teen and then everything is fine because she's 20 now. An other was descriptions of characters that threw me off. One of these was about a character who is ""not beautiful"" but could show an ""intense sexuality"" which is a skill she uses to make the men in the room uncomfortable, it didn't add anything to the scene which otherwise shows a brave women standing up to a bunch of horrible men. I won't go on listing examples of parts that made me uncomfortable and were unnecessary for the plot but there were enough of them to impact my view of the book significantly. <br><br>I also wasn't particularly happy with the ending as it didn't end so much as stop, it felt like a book which has been chopped in half because it was too long.  I'm torn as I did really enjoy the story, I loved listening to it and I desperately want to know what happens but in my opinion you could cut a good chunk of stuff out and end up with something even better.","",,"",Yes
The Copper Promise,Jen Williams,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
"Lumberjanes, Vol. 2: Friendship to the Max","Grace Ellis, Noelle Stevenson",Brooklyn A. Allen (Illustrator),"",paperback,to-read,2020/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook, chill",Yes
The Quiet at the End of the World,Lauren James,"",,,read,2019/04/26,2019/04/29,2019/04/29,1,"",,,,,,,4.0,"I'm not entirely sure how Lauren James does it but she lulls me into a false sense of security (even when past experience should have prepared me to expect twists). She sets up a hopeful, peaceful and melancholy post apocalyptic society. I thought I had a grip on things but it went in a completely different direction to what I was expecting and I was hanging on to every word.<br><br>Lowrie and Shen are the last children to be born on earth after a fertility crisis and are living in a tiny shrinking group of people in a future London that is falling apart. We find out about the past through objects they find and archived social media posts which worked really well as a way to fill in the blanks. We follow Lowrie and Shen dealing with the knowledge that they were the last children to be born and other things which I can't discuss without spoilers. They also are accompanied by an ridiculously adorable lifeguard robot called Mitch. Overall a really enjoyable read.","",,"",Yes
Lady Knight,Tamora Pierce,"","",,read,2013/01/18,"","",1,"",,,,,,,4.0,,"",,"",No
"Giant Days Vol. 8, Volume 8",John Allison,"Max Sarin (Illustrator), Liz Fleming (Illustrator)",9781684152070,paperback,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
"Giant Days, Vol. 7","John Allison, Liz Fleming","",9781613988701,digital,to-read,2020/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
The Witch Boy,Molly Knox Ostertag,"",9781338089516,paperback,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"",No
Heroes Wanted: A Fantasy Anthology,"Dyrk Ashton, Daniel Potter, M.D. Presley, Joe Jackson, Ben Galley, Phil Tucker, J.C. Kang, Will Wight, Mike Shel, Laura M. Hughes, K.S. Villoso, Jeramy Goble, Matt Moss, David Benem, Michael J. Sullivan, Jeffrey Hall","",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Faust Act,"Jamie McKelvie, Matt Wilson, Kieron Gillen, Clayton Cowles","",,,read,,2019/09/20,2019/09/20,1,"funny, dark, adventurous",fast,,Yes,Yes,Yes,Yes,4.0,"","",,"",No
Under the Whispering Door,TJ Klune,"",9781250217349,hardcover,to-read,2021/11/25,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Beneath the Rising,Premee Mohamed,"",9781781087862,paperback,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"adult-sff-by-aoc-2020, ebook, kobo",Yes
Ancillary Mercy,Ann Leckie,"",9780316246675,digital,read,2019/04/16,2019/04/25,2019/04/25,1,"",,,,,,,5.0,"This was a fantastic end to the series! I read the second half of this book with a voice in the back of my head screaming in awe. The world building (universe building) is so intricate, with politics on so many different levels and multiple different cultures. By this book you already have a detailed picture of the empire built up so a lot of the focus is on the characters and the politics. Breq feels so real and she's so clearly still Justice of Toren. I also loved getting to know Station and some of the other ships. It's a fascinating take on sentient AIs, probably the best I've ever read.<br><br>One of my favourite things about this series is how gender ceases to matter when reading about a society that doesn't register a difference. There are no gender roles and IT DOESN'T MATTER. There is still discrimination, along class and racial lines, which is done really well and we see the injustice of all of this through Breq's eyes. I found seeing Seivarden's struggle with her own biases and her growth as a character really interesting. This has definitely become one of my favourite sci-fi series.","",,"",Yes
Rhythm of War,Brandon Sanderson,"",9780575093393,paperback,currently-reading,2020/12/29,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Redemptor,Jordan Ifueko,"",9781471410130,paperback,read,2021/10/31,2021/12/04,2021/12/01-2021/12/04,1,"",,,,,,,,,"",,"physical-copy, chill",Yes
Skyward,Brandon Sanderson,"",9781473233249,hardcover,read,,2018/12/13,2018/12/13,1,"",,,,,,,5.0,"Can Sanderson write sci-fi? Hell yes! I almost didn't give this 5 stars cause I didn't love it quite as much as his other books that I've read but then I had way too much fun reading it so... An awesome YA book with amazing character development, funny and painful, plus a really well realised world (as always). Over the top in places but it worked really well for me.","",,"",Yes
"Once Ghosted, Twice Shy",Alyssa Cole,"",9780062931863,digital,read,2021/02/21,2021/02/21,2021/02/21,1,"emotional, hopeful",medium,Character,No,Yes,Yes,No,3.5,"","","","",No
Empire in Black and Gold,Adrian Tchaikovsky,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Rosewater,Tade Thompson,"",9780316449052,paperback,to-read,2019/09/23,"","",0,"",,,,,,,,,"",,physical-copy,Yes
"Giant Days, Vol. 2","Lissa Treiman, John Allison, Max Sarin, Whitney Cogar","",,,read,,2020/04/22,2020/04/22,1,"lighthearted, hopeful, funny",fast,,No,Yes,Yes,Yes,4.0,"<div>Fun, and full of drama. Perfect when I'm finding it hard to focus on stuff.</div>","",,"",No
Darkdawn,Jay Kristoff,"","",,to-read,2019/09/24,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Dune,Frank Herbert,"",9781444738209,paperback,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Bloodchild,Octavia E. Butler,"",,,read,,2020/02/15,2020/02/15,1,"emotional, dark, challenging",fast,,Yes,It's complicated,It's complicated,No,4.5,<div>Woah 😮 that was an incredible story in 30 pages. Not for the squeamish.</div>,"",,"",No
The Shadowed Sun,N.K. Jemisin,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Firebreak,Nicole Kornher-Stace,"",B08LDWS95B,digital,to-read,2021/05/09,"","",0,"",,,,,,,,,"",,"",No
The Night Circus,Erin Morgenstern,"",9780385534635,hardcover,read,,2017/11/21,2017/11/21,1,"",,,,,,,4.0,,"",,"",No
Moving Pictures,Terry Pratchett,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Infomocracy,Malka Ann Older,"","",,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"Shuri, Vol. 1: The Search For Black Panther",Nnedi Okorafor,"Leonardo Romero (Illustrator), Jordie Bellaire (Illustrator)","",paperback,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
"The Lion, the Witch and the Wardrobe",C.S. Lewis,"","",,read,,2018/08/05,2018/08/05,1,"",,,,,,,3.0,"<div>I would have absolutely loved this when I was a child and I did still really enjoy it as an adult. I love the world but things are just so black and white. Things are evil because they're evil and things are good because they are good. The boys must fight (and of course be great at it) and the girls must hide and be safe. It's a fun and at times  dark adventure but, being a children's book, it does lack depth and any sort of subtlety. Still 100% want to find Narnia at the back of my wardrobe though.</div>","",,"",No
"Brit(ish): On Race, Identity and Belonging",Afua Hirsch,"",9781911214281,hardcover,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"Die, Vol. 3: The Great Game",Kieron Gillen,"",9781534317161,paperback,to-read,2021/04/15,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
Jade City,Fonda Lee,"",9780316440882,paperback,read,2020/05/27,2020/06/04,2020/06/04,1,"tense, dark, adventurous",medium,,Yes,It's complicated,Yes,Yes,4.0,"<div>Jade City was excellent. The highlight for me was the point of view characters, I felt like I got to know them all really well and even if I didn't like them, I understood them. I loved having three point of view characters that were siblings, the dynamic between Lan, Hilo and Shae was so perfect and I loved seeing their different perspectives on the same things.<br><br>The gangster storyline was also done really well. The opposing clans and how they affected the entire city. I loved the snippets of the history of the clans and how they ended up where they are now. The book surprised me more than once and I wish I could discuss the impact of that without spoilers but I'll just say it made the tension increase in unexpected ways.<br><br>Final thing I'll mention is the world building.<br>Mixing high tech with magic in the same place is something that is hard to do well but it was done so believably here. That's not even mentioning all of the politics, culture and mythology. It was beautifully done and built up a very vivid picture of Kekon in my mind.<br><br></div>","",,"",Yes
The Black God's Drums,P. Djèlí Clark,"",9781250294708,digital,read,,2019/07/08,2019/07/08,1,"",,,,,,,4.0,"3.5 stars. This was fun, a strange alternate reality with airships, gods and theives. I did sometimes lose focus though (which I'm less forgiving on with a novella) and some of the accents were a bit heavy handed. I do definitely want a sequel though, I love the main character and I also want to see more of Captain Ann-Marie.","",,"",Yes
"Paper Girls, Vol. 6",Brian K. Vaughan,"Cliff Chiang (Illustrator), Matt Wilson (Illustrator)",9781534313248,paperback,read,2019/10/01,2019/10/01,2019/10/01,1,"",,,,,,,4.0,Great end to the series. I'm going to miss these girls!,"",,"",Yes
A Universe of Wishes,Dhonielle Clayton,"Natalie C. Parker (Contributor), Mark Oshiro (Contributor), Samira Ahmed, Tara Sim (Contributor), Zoraida Córdova (Contributor), Kwame Mbalia (Contributor), Rebecca Roanhorse (Contributor), Nic Stone (Contributor), V.E. Schwab (Contributor), Anna-Marie McLemore (Contributor), Libba Bray (Contributor), Tochi Onyebuchi (Contributor), Tessa Gratton (Contributor), Justina Ireland (Contributor)",9781984896223,digital,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"",No
Sleeping Giants,Sylvain Neuvel,"",9781101886694,hardcover,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Returner's Wealth,"Paul Stewart, Chris Riddell","",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Library of the Unwritten,A.J. Hackwith,"","",,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Earthlings,Sayaka Murata,Ginny Tapley Takemori (Translator),9781783785674,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
The Invisible Life of Addie LaRue,V.E. Schwab,"",9781789096644,hardcover,to-read,2020/11/09,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Red Threads of Fortune,Neon Yang,"",9780765395399,paperback,read,2017/10/29,2017/10/21,2017/10/21,1,"",,,,,,,4.0,,"",,"",No
